instantiations;compile-time [s]
64800;1.232
64900;1.257
65000;1.224
65100;1.246
65200;1.261
65300;1.225
65400;1.258
65500;1.246
65600;1.263
65700;1.270
65800;1.256
65900;1.263
66000;1.225
66100;1.252
66200;1.238
66300;1.242
66400;1.240
66500;1.278
66600;1.253
66700;1.253
66800;1.271
66900;1.270
67000;1.313
67100;1.252
67200;1.248
67300;1.247
67400;1.260
67500;1.257
67600;1.264
67700;1.277
67800;1.295
67900;1.281
68000;1.291
68100;1.348
68200;1.281
68300;1.275
68400;1.276
68500;1.263
68600;1.262
68700;1.325
68800;1.290
68900;1.292
69000;1.323
69100;1.322
69200;1.339
69300;1.266
69400;1.280
69500;1.354
69600;1.290
69700;1.324
69800;1.259
69900;1.333
70000;1.298
70100;1.319
70200;1.332
70300;1.313
70400;1.322
70500;1.306
70600;1.347
70700;1.338
70800;1.311
70900;1.319
71000;1.321
71100;1.349
71200;1.540
71300;1.498
71400;1.522
71500;1.518
71600;1.511
71700;1.552
71800;1.563
71900;1.569
72000;1.578
72100;1.519
72200;1.591
72300;1.548
72400;1.537
72500;1.560
72600;1.592
72700;1.574
72800;1.549
72900;1.536
73000;1.558
73100;1.563
73200;1.582
73300;1.565
73400;1.578
73500;1.575
73600;1.618
73700;1.541
73800;1.557
73900;1.563
74000;1.570
74100;1.530
74200;1.586
74300;1.569
74400;1.536
74500;1.587
74600;1.594
74700;1.597
74800;1.617
74900;1.634
75000;1.588
75100;1.615
75200;1.617
75300;1.593
75400;1.627
75500;1.587
75600;1.612
75700;1.586
75800;1.599
75900;1.610
76000;1.594
76100;1.639
76200;1.620
76300;1.647
76400;1.704
76500;1.612
76600;1.656
76700;1.633
76800;1.621
76900;1.642
77000;1.649
77100;1.675
77200;1.606
77300;1.613
77400;1.645
77500;1.635
77600;1.670
77700;1.619
77800;1.639
77900;1.657
78000;1.645
78100;1.657
78200;1.671
78300;1.696
78400;1.635
78500;1.648
78600;1.657
78700;1.699
78800;1.670
78900;1.663
79000;1.621
79100;1.646
79200;1.695
79300;1.733
79400;1.712
79500;1.709
79600;1.685
79700;1.769
79800;1.695
79900;1.710
80000;1.702
80100;1.695
80200;1.721
80300;1.699
80400;1.723
80500;1.724
80600;1.710
80700;1.681
80800;1.741
80900;1.735
81000;1.722
81100;1.712
81200;1.745
81300;1.729
81400;1.742
81500;1.726
81600;1.710
81700;1.712
81800;1.742
81900;1.706
82000;1.744
82100;1.711
82200;1.755
82300;1.727
82400;1.739
82500;1.788
82600;1.727
82700;1.725
82800;1.777
82900;1.797
83000;1.767
83100;1.746
83200;1.780
83300;1.774
83400;1.747
83500;1.751
83600;1.718
83700;1.738
83800;1.732
83900;1.764
84000;1.764
84100;1.789
84200;1.757
84300;1.795
84400;1.841
84500;1.822
84600;1.815
84700;1.806
84800;1.777
84900;1.788
85000;1.876
85100;1.832
85200;1.786
85300;1.813
85400;1.791
85500;1.816
85600;1.813
85700;1.817
85800;1.786
85900;1.774
86000;1.806
86100;1.784
86200;1.825
86300;1.800
86400;1.797
86500;1.836
86600;1.846
86700;1.820
86800;1.837
86900;1.798
87000;1.883
87100;1.815
87200;1.799
87300;1.839
87400;1.821
87500;1.885
87600;1.878
87700;1.806
87800;1.833
87900;1.828
88000;1.857
88100;1.839
88200;1.865
88300;1.832
88400;1.842
88500;1.836
88600;1.866
88700;1.831
88800;1.880
88900;1.869
89000;1.863
89100;1.885
89200;1.870
89300;1.870
89400;1.876
89500;1.906
89600;1.926
89700;1.945
89800;1.893
89900;1.940
90000;1.953
90100;1.875
90200;1.879
90300;1.937
90400;1.970
90500;1.918
90600;1.971
90700;1.903
90800;1.914
90900;1.906
91000;1.932
91100;1.910
91200;1.940
91300;1.917
91400;1.961
91500;1.912
91600;1.977
91700;1.930
91800;1.924
91900;1.962
92000;1.948
92100;1.929
92200;1.966
92300;1.969
92400;1.981
92500;1.947
92600;1.925
92700;1.941
92800;1.959
92900;1.973
93000;1.983
93100;2.008
93200;1.973
93300;1.989
93400;1.953
93500;2.011
93600;2.016
93700;2.038
93800;1.988
93900;2.027
94000;1.955
94100;2.035
94200;1.993
94300;2.000
94400;2.010
94500;2.014
94600;1.999
94700;1.979
94800;1.994
94900;1.997
95000;2.089
95100;2.016
95200;1.995
95300;2.007
95400;2.016
95500;2.002
95600;1.986
95700;2.043
95800;1.986
95900;2.065
96000;2.041
96100;2.036
96200;2.076
96300;2.028
96400;2.042
96500;2.007
96600;2.044
96700;2.057
96800;2.036
96900;2.026
97000;2.054
97100;2.077
97200;1.980
97300;2.058
97400;2.186
97500;2.050
97600;2.039
97700;2.075
97800;2.110
97900;2.074
98000;2.076
98100;2.054
98200;2.094
98300;2.069
98400;2.201
98500;2.176
98600;2.144
98700;2.140
98800;2.147
98900;2.250
99000;2.192
99100;2.177
99200;2.174
99300;2.185
99400;2.176
99500;2.168
99600;2.177
99700;2.146
99800;2.209
99900;2.150
100000;2.154
