instantiations;compile-time [s]
62800;4.585
62900;4.538
63000;4.473
63100;4.516
63200;4.529
63300;4.487
63400;4.535
63500;4.606
63600;4.584
63700;4.628
63800;4.820
63900;4.684
64000;4.627
64100;4.680
64200;4.866
64300;4.598
64400;4.646
64500;4.599
64600;4.593
64700;4.615
64800;4.608
64900;4.630
65000;4.709
65100;4.625
65200;4.686
65300;4.769
65400;4.706
65500;4.616
65600;4.821
65700;4.923
65800;4.746
65900;4.876
66000;4.884
66100;4.747
66200;4.838
66300;4.833
66400;4.823
66500;4.770
66600;4.879
66700;4.826
66800;4.780
66900;4.772
67000;4.820
67100;4.840
67200;4.942
67300;4.864
67400;5.034
67500;5.036
67600;5.004
67700;4.973
67800;4.961
67900;5.011
68000;4.928
68100;4.908
68200;5.060
68300;5.037
68400;4.998
68500;5.094
68600;5.047
68700;4.963
68800;5.119
68900;5.073
69000;5.156
69100;5.223
69200;5.174
69300;5.136
69400;5.179
69500;5.175
69600;5.176
69700;5.194
69800;5.327
69900;5.125
70000;5.107
70100;5.188
70200;5.137
70300;5.235
70400;5.205
70500;5.108
70600;5.121
70700;5.180
70800;5.224
70900;5.376
71000;5.191
71100;5.275
71200;5.107
71300;5.177
71400;5.171
71500;5.168
71600;5.283
71700;5.233
71800;5.225
71900;5.262
72000;5.294
72100;5.249
72200;5.313
72300;5.414
72400;5.389
72500;5.304
72600;5.424
72700;5.396
72800;5.392
72900;5.314
73000;5.429
73100;5.477
73200;5.580
73300;5.653
73400;5.613
73500;5.643
73600;5.472
73700;5.616
73800;5.597
73900;5.758
74000;5.524
74100;5.551
74200;5.520
74300;5.627
74400;5.695
74500;5.681
74600;5.541
74700;5.523
74800;5.584
74900;5.642
75000;5.650
75100;5.505
75200;5.701
75300;5.652
75400;5.628
75500;5.931
75600;5.758
75700;5.666
75800;5.820
75900;5.727
76000;5.727
76100;5.672
76200;5.738
76300;5.665
76400;5.785
76500;5.731
76600;5.744
76700;5.647
76800;5.686
76900;5.794
77000;5.828
77100;5.887
77200;5.815
77300;5.854
77400;5.810
77500;5.796
77600;5.835
77700;5.764
77800;5.815
77900;5.830
78000;5.912
78100;5.925
78200;5.837
78300;6.008
78400;6.119
78500;5.945
78600;5.848
78700;5.978
78800;5.921
78900;6.040
79000;6.020
79100;5.911
79200;5.848
79300;6.042
79400;6.056
79500;6.008
79600;5.820
79700;5.935
79800;5.990
79900;5.998
80000;6.028
80100;6.074
80200;6.068
80300;6.117
80400;6.086
80500;5.929
80600;6.043
80700;6.115
80800;6.030
80900;6.128
81000;6.229
81100;6.221
81200;6.352
81300;6.220
81400;6.399
81500;6.204
81600;6.198
81700;6.157
81800;6.264
81900;6.148
82000;6.242
82100;6.298
82200;6.180
82300;6.225
82400;6.249
82500;6.329
82600;6.468
82700;6.495
82800;6.407
82900;6.405
83000;6.453
83100;6.308
83200;6.410
83300;6.469
83400;6.314
83500;6.318
83600;6.366
83700;6.431
83800;6.356
83900;6.355
84000;6.507
84100;6.430
84200;6.485
84300;6.561
84400;6.456
84500;6.570
84600;6.628
84700;6.314
84800;6.451
84900;6.325
85000;6.430
85100;6.495
85200;6.512
85300;6.360
85400;6.424
85500;6.514
85600;6.745
85700;6.612
85800;6.631
85900;6.547
86000;6.590
86100;6.641
86200;6.564
86300;6.621
86400;6.687
86500;6.744
86600;6.696
86700;6.529
86800;6.560
86900;6.716
87000;6.755
87100;6.878
87200;6.764
87300;6.915
87400;6.781
87500;6.778
87600;6.793
87700;6.827
87800;6.858
87900;6.891
88000;6.876
88100;7.089
88200;6.907
88300;6.904
88400;6.724
88500;6.698
88600;7.407
88700;7.261
88800;6.997
88900;7.038
89000;6.977
89100;6.897
89200;6.890
89300;6.753
89400;7.064
89500;7.036
89600;6.891
89700;6.852
89800;7.112
89900;6.928
90000;7.056
90100;7.004
90200;7.012
90300;7.140
90400;7.058
90500;7.065
90600;7.097
90700;7.148
90800;6.975
90900;7.174
91000;7.240
91100;7.229
91200;7.163
91300;7.174
91400;7.342
91500;7.123
91600;7.444
91700;7.250
91800;7.308
91900;7.291
92000;7.339
92100;7.290
92200;7.367
92300;7.425
92400;7.337
92500;7.376
92600;7.392
92700;7.303
92800;7.406
92900;7.312
93000;7.474
93100;7.316
93200;7.567
93300;7.411
93400;7.494
93500;7.434
93600;7.324
93700;7.594
93800;7.570
93900;7.443
94000;7.944
94100;7.374
94200;7.413
94300;7.664
94400;7.350
94500;7.425
94600;7.613
94700;7.457
94800;7.607
94900;7.680
95000;7.711
95100;7.665
95200;7.631
95300;7.536
95400;7.576
95500;8.048
95600;7.889
95700;7.780
95800;7.531
95900;7.736
96000;7.660
96100;7.477
96200;7.532
96300;7.669
96400;7.735
96500;7.724
96600;7.616
96700;7.775
96800;7.812
96900;7.768
97000;7.780
97100;7.829
97200;7.822
97300;7.885
97400;7.778
97500;7.864
97600;7.798
97700;7.896
97800;7.876
97900;7.835
98000;7.839
98100;7.724
98200;7.888
98300;8.118
98400;8.158
98500;8.684
98600;8.596
98700;8.387
98800;8.342
98900;8.443
99000;8.630
99100;8.473
99200;8.223
99300;8.321
99400;8.390
99500;8.322
99600;8.506
99700;8.450
99800;8.355
99900;8.481
100000;8.382
